City,Provinsi,Cabang,Alamat,lat,lon
Palembang,Sumatera Selatan,KCP Sekayu,"Jl.Kol.Wahid Udin, Lingkungan 7, Kec.Sekayu, Kab.Musi Banyuasin  SS 30711",-2.8729057,103.8360204
Palembang,Sumatera Selatan,KCP Sudirman,"Jl. Jend. Sudirman Km. 3,  Palembang SS 30126",-2.9672096,104.7464412
Palembang,Sumatera Selatan,KK Kantor Kas Pasar Perumnas Sako,"Jl.Siaran Komp.Ruko Griya Musi Permai No.11 RT.063 RW.019 Sialang,  Palembang SS 30317",0,0
Prabumulih,Sumatera Selatan,KCU PRABUMULIH,"Jln. Jend. Sudirman No. 14, Prabumulih 31121",0,0
Prabumulih,Sumatera Selatan,KK Kantor Kas Sudirman,"Jl.Jend.Sudirman No. 369-370, Prabumulih 31121",0,0
Prabumulih,Sumatera Selatan,KCP Pagar Alam,"Jln.Komber H.Umar No.10-11 Kel.Bangun Jaya Pagar Alam, Prabumulih",-4.0205863,103.2507805
Asahan,Sumatera Utara,KCU KISARAN,"Jln. Cokroaminoto No. 28, Kisaran 21215",0,0
Batubara,Sumatera Utara,KCP Indrapura,"Jl. Jend. Sudirman No. 242 Indrapura, Batubara 21256",3.287519,99.3656333
Binjai,Sumatera Utara,KCP Binjai,"Jln. Jend. Sudirman No. 80-82, Binjai 20711",3.6074389,98.4866784
Kisaran,Sumatera Utara,KCU Kisaran,Jln. Cokroaminoto No. 28  Kisaran SU 21215,0,0
Medan,Sumatera Utara,KCU Asia,Jl. Asia No. 170  Medan SU 20214,0,0
Medan,Sumatera Utara,KCU Bukit Barisan,Jl. Bukit Barisan 3  Medan SU 20111,3.614154,98.6746542
Medan,Sumatera Utara,KCU Medan,Jl. Diponegoro 15  Medan SU 20112,3.5841046,98.6709816
Medan,Sumatera Utara,KCP Asia II,Jl. Asia No. 184 D  Medan SU 20214,3.5862892,98.6931235
Medan,Sumatera Utara,KCP Asia Mega Mas,Jl. Timah Putih / Komplek Asia Mega Mas  Jl. Asia Raya Blok M No. 1-2  Medan SU 20216,0,0
Medan,Sumatera Utara,KCP Best & Grow Tower,Gedung Best & Grow Tower – Ground Floor  Jl. Putri Hijau No. 10  Medan SU 20111,0,0
Medan,Sumatera Utara,KCP Cemara Asri,Jl. Boulevard No. 145  Cemara Asri  Medan SU 20371,3.6356474,98.6961253
Medan,Sumatera Utara,KCP Gagak Hitam,Jl. Industri Komp.Bisnis Cente I A / 20  Tanjung Rejo  Medan SU 20122,0,0
Medan,Sumatera Utara,KCP Golden Trade Center,Jl. Glugur – Jl. Gatot Subroto No. 11-12  Medan SU 20112,3.5923998,98.6665278
Medan,Sumatera Utara,KCP HM. Yamin,Jl. Prof. HM. Yamin SH No. 245 A-B  Medan SU,3.5981703,98.7007663
Medan,Sumatera Utara,KCP Iskandar Muda,Jl. Iskandar Muda 123  Medan SU 20153,3.5873011,98.6589058
Medan,Sumatera Utara,KCP Kampung Baru,Jl. Brigjen Katamso No. 680  Medan SU 20159,3.5505321,98.6861187
Medan,Sumatera Utara,KCP Katamso Medan,Jl. Brigjen Katamso 56 B-C  Medan SU 20151,3.5787007,98.6816101
Medan,Sumatera Utara,KCP Kawasan Industri Medan,Jl. Pulau Batam No. 1  Kawasan Industri Medan Tahap II  Medan SU 20242,0,0
Medan,Sumatera Utara,KCP Krakatau,Jl. G. Krakatau No. 51 F-G  Medan SU 20238,3.6127242,98.6782545
Medan,Sumatera Utara,KCP Plaza Medan Fair,Gedung Plaza Medan Fair Lt. 2 No. 35 & 36  Jl. Gatot Subroto No. 30 Medan SU,3.593204,98.6608648
Medan,Sumatera Utara,KCP Pulau Brayan,Jl. Kol. Yos Sudarso 223 J  Medan SU20116,3.627468,98.6669161
Medan,Sumatera Utara,KCP Pusat Pasar,Jl. Pusat Pasar No. 2 A/P 359  Komplek Medan Mall  Medan SU 20212,3.5906257,98.6838091
Medan,Sumatera Utara,KCP Rahmadsyah,Jl. Rahmadsyah No. 140 – 142  Medan SU 20215,3.5796746,98.6877484
Medan,Sumatera Utara,KCP Setiabudi,Jl.Setiabudi No.150A-B  Medan SU 20122,3.5714116,98.6402284
Medan,Sumatera Utara,KCP Sumatera,Jl. Aiptu K.S. Tubun No. 46  Medan SU,3.5895877,98.6900737
Medan,Sumatera Utara,KCP Surabaya,Jl. Surabaya No. 133 & 135  Medan SU 20112,3.5831683,98.6831879
Medan,Sumatera Utara,KCP Tanjung Morawa,"Komp. Suzuya Square Blok A 1-2  Jl. Medan – Tanjung Morawa Km. 17,5  Medan SU 20362",3.5268023,98.7934096
Medan,Sumatera Utara,KCP Tomang Elok,Jl. Gatot Subroto No. 113-115  Medan SU 20112,0,0
Medan,Sumatera Utara,KK Petisah,Jl. Kota Baru III No. 6  Medan SU 20118,3.5917039,98.6651893
Pematangsiantar,Sumatera Utara,KCU Pematangsiantar,Jl. Merdeka No. 39  Pematangsiantar SU 21117,2.9579156,99.061761
Pematangsiantar,Sumatera Utara,KCP Megaland,Komplek Megaland Blok A No. 2-3  Jl. Sangnawuluh  Pematangsiantar SU 21136,0,0
Rantau Prapat,Sumatera Utara,KCP Rantau Prapat,Jln. Jend. Ahmad Yani No. 137 E & F  Rantau Prapat SU 21418,0,0
Sei Rampah,Sumatera Utara,KCP Perbaungan,Jl.Serdang No.185-187  Lk.Pekan I  Sei Rampah SU 20986,0,0
Sei Rampah,Sumatera Utara,KK Kantor Kas Sei Rampah,Jl.Jenderal Sudirman  Komplek Ruko Rampah Indah (RRI) No.A3  Sei Rampah SU20995,0,0
Serdang Berdagai,Sumatera Utara,KCP Perbaungan,"Jl.Serdang No.185-187 Lk.Pekan I, Sei Rampah, 20986",0,0
Serdang Berdagai,Sumatera Utara,KK Kantor Kas Sei Rampah,"Jl.Jenderal Sudirman Komplek Ruko Rampah Indah (RRI) No.A3, Sei Rampah, Serdang Bedagai, 20995",3.4849977,99.135048
Tanjungbalai,Sumatera Utara,KCP Tanjung Balai,Jl. Sisingamangaraja 12-16  Tanjungbalai SU 21312,2.9676461,99.8043722
Tebing Tinggi,Sumatera Utara,KCU Tebing Tinggi,Jl. Jend.Sudirman no. 225-227-229  Tebing Tinggi SU 20615,0,0
Ketapang,Kalimantan Barat,KCP Ketapang,"Jln. MT Haryono No.68 Kab.Ketapang, Kalimantan Barat 78812",-1.8415819,109.972611
Pontianak,Kalimantan Barat,KCU PONTIANAK,"Jln. A. Yani No. 1, Pontianak 78122",0,0
Pontianak,Kalimantan Barat,KCP Gajah Mada,"Jl.Gajah Mada No.203,205,207 Kel.Benua Melayu, Pontianak 78122",-0.0357749,109.3397453
Pontianak,Kalimantan Barat,KCP Imam Bonjol,"Jln. Imam Bonjol No. 457, Pontianak 78122",-0.0384998,109.3450647
Pontianak,Kalimantan Barat,KCP Rahadi Usman,"Jln. Rahadi Usman No. 4, Pontianak 78117",-0.0234046,109.3381087
Pontianak,Kalimantan Barat,KCP Sei Jawi,"Jl.Haji Rais Abdul Rahman RT.003 / RW.009, Pontianak 78115",0,0
Pontianak,Kalimantan Barat,KCP Sei Pinyuh,"Jln. Raya Terminal No. 5-6 Sei Pinyuh, Pontianak 78353",0.2767184,109.0722602
Pontianak,Kalimantan Barat,KCP Siantan,"Jl.Khatulistiwa No.16 Kec Pontianak Utara, Pontianak Kalimantan Barat, Pontianak, –",-0.0147322,109.3370573
Pontianak,Kalimantan Barat,KCP Sultan Muhammad,"Jln. Sultan Muhammad 136, Pontianak 78123",-0.0259879,109.3421495
Pontianak,Kalimantan Barat,KCP Kota Baru,"Jl.Prof Doktor Mohammad Yamin Pontianak Selatan, Kota Baru 78116",-0.057541,109.3075433
Sambas,Kalimantan Barat,KCP Sambas,"Jln. Gusti Hamzah No. 85, Sambas 79465",0,0
Singkawang,Kalimantan Barat,KCU SINGKAWANG,"Jln. GM Situt No. 12 B, Singkawang 79123",0.9046692,108.9873612
Singkawang,Kalimantan Barat,KK Pemangkat,"Jl.Mohammad Hambal No.162,Pemangkat, Singkawang,  Kalimantan Barat 79453",1.1784527,108.9723823
Sintang,Kalimantan Barat,KCP Sintang,"Jl. MT. Haryono RT.30 RW.02 Kel. Kapuas Kanan Hulu, Sintang 78614",0.0752008,111.481729
Banjarmasin,Kalimantan Selatan,KCU BANJARMASIN,"Jln. Lambung Mangkurat 11-13, Banjarmasin 70111",-3.3228489,114.5897732
Banjarmasin,Kalimantan Selatan,KCP A. Yani,"Jl. A Yani Km. 2 No. 164, Banjarmasin 70234",0,0
Banjarmasin,Kalimantan Selatan,KCP A. Yani II,"Jln. A. Yani Km. 5 No. 459 A, Banjarmasin 70249",0,0
Banjarmasin,Kalimantan Selatan,KCP Banjarbaru,"Jln. A. Yani Km. 33,5, Banjarmasin 70712",0,0
Banjarmasin,Kalimantan Selatan,KCP Tanjung,"Jl. Jend. A. Yani KM 220 No. 4-5 (d/h Jl. Mabuun Raya), Banjarmasin 71571",0,0
Banjarmasin,Kalimantan Selatan,KK Kantor Kas Pasar Baru,"Jl.Pasar Baru No.79 RT 17, Kel.Kertak Baru Ilir Kec.Banjarmasin Tengah, Banjarmasin 70111",-3.3271288,114.5900977
Martapura – Banjar,Kalimantan Selatan,KK  Martapura,"Jl.Ahmad Yani KM 38.5 Pst.Perbelanjaan Sekumpul Blok T No.1&2 , Kec.Martapura, Banjar 70614",-3.4228417,114.8477869
Tanah Bumbu,Kalimantan Selatan,KCP Batulicin,"Jl. Raya Batulicin No. 19-21, Kel. Batulicin, Kec. Batulicin, Tanah Bumbu 72271",-3.429453,116.0002441
Palangkaraya,Kalimantan Tengah,KCU PALANGKARAYA,"Jl. Jend. A. Yani No. 47, Palangkaraya 73111",-2.2088506,113.9297155
Palangkaraya,Kalimantan Tengah,KCP Rajawali,"Jl.Rajawali, Kel.Bukit Tunggal, Palangkaraya 73112",0,0
Pangkalan Bun,Kalimantan Tengah,KCP Pangkalan Bun,"Jl. P. Antasari RT 01 RW 02 No 22 Kec. Arut Selatan, Pangkalan Bun 74113",-2.671603,111.6413989
Sampit,Kalimantan Tengah,KCP Sampit,"Jln. Ais Nasution, Sampit 74322",-2.5400053,112.9587013
Balikpapan,Kalimantan Timur,KCU BALIKPAPAN,"Jln. Jend. Sudirman 139, Balikpapan 76112",-1.2763439,116.8392674
Balikpapan,Kalimantan Timur,KCP Pandan Sari,"Plaza Kebon Sayur No. T42-T43, Jln. Letjen. Suprapto, Balikpapan",-1.2345083,116.8226384
Balikpapan,Kalimantan Timur,KCP Balikpapan Baru,"Jln. MT Haryono, Komplek Balikpapan Baru Blok D6 No. 2-3, Balikpapan 76114",-1.2413254,116.8703394
Balikpapan,Kalimantan Timur,KCP Karang Jati,"Jln. A. Yani No. 35, Balikpapan 76124",0,0
Balikpapan,Kalimantan Timur,KK Kantor Kas Batakan,"Jl.Marsma Iswahyudi No.449 A RT 29,Balikpapan 76115",-1.2572138,116.9081459
Berau,Kalimantan Timur,KCP Tanjung Redeb,"Jl. SA Maulana No. 12, Tanjung Redeb 77312",0,0
Bontang,Kalimantan Timur,KCP Bontang,"Jl. Bhayangkara (Ruko Bontang Trade Center) No. A10-A11, Bontang 75311",0,0
Samarinda,Kalimantan Timur,KCU SAMARINDA,"Jln. Jend. Sudirman 30, Samarinda 75111",-0.5019931,117.1434253
Samarinda,Kalimantan Timur,KCP A. Yani,"Jln. A. Yani No. 23, Samarinda 75117",-0.4786519,117.1541346
Samarinda,Kalimantan Timur,KCP Abul Hasan,"Jln. KH Abul Hasan 8-9, Samarinda 75111",0,0
Samarinda,Kalimantan Timur,KCP Antasari,"Jln.P.Antasari No.21, Samarinda, Samarinda 75321",-0.4933327,117.1251444
Samarinda,Kalimantan Timur,KCP Samarinda Seberang,"Jln. Bung Tomo RT 11, Samarinda 75131",-0.5116088,117.132175
Samarinda,Kalimantan Timur,KCP Slamet Riyadi,"Jl.Slamet Riyadi, Kel.Karang Asam Ulu, Kec.Sungai Kunjang, Samarinda 75126",-0.515914,117.1143783
Sangatta,Kalimantan Timur,KCP Sangatta,"Jln. Yos Sudarso, Sangatta 7561",0.5091597,117.5334284
Tenggarong,Kalimantan Timur,KCP Tenggarong,"Jln. Wolter Monginsidi No. 52, Tenggarong 75511",-0.4356379,116.9943276
Tarakan,Kalimantan Utara,KCU TARAKAN,"Jln. Yos Sudarso No. 08, Kel. Karang Rejo Pantai, Kec. Tarakan Barat, Tarakan, 77112",3.303575,117.5827289
Gorontalo,Gorontalo,KCP Gorontalo,"Jln. H. Nani Wartabone (d/h Jln. Ahmad Yani) No. 10, Gorontalo 96114",0.5455572,123.0595704
Bone,Sulawesi Selatan,KCP Bone,"Jln.Ahmad Yani No.169 Watampone, Bone 92733",-4.5405269,120.3133064
Gowa,Sulawesi Selatan,KCP Sungguminasa,"Jln. Sultan Hasanuddin No. 167 & 169, Sungguminasa, Goa 92115",-5.1914407,119.4407292
Gowa,Sulawesi Selatan,KK Hertasning Baru,"Kompleks Ruko Citraland Celebes I No.27 Jl.Tun Abd Razak, Kab. Gowa",-5.1798801,119.4620468
Makassar,Sulawesi Selatan,KCP Kawasan Industri,"Jln. Perintis Kemerdekaan Blok A No. 1, Makassar, 90241",0,0
Makassar,Sulawesi Selatan,KCU MAKASSAR,"Jln. Jend. A. Yani 31, Makassar, 90174",-5.132503,119.4086973
Makassar,Sulawesi Selatan,KCP Maricaya,"Jl. Veteran Selatan No. 86, Makassar, 90142",0,0
Makassar,Sulawesi Selatan,KK MTC,"Makassar Trade Centre (MTC) Lt. Lower Ground Blok B No. 19,20,21 Jl. Ahmad Yani, Makassar, 90111",-5.1328537,119.4106601
Makassar,Sulawesi Selatan,KCU PANAKKUKANG,"Jln. Boulevard Jasper F5 No. 5 Panakkukang, Makassar, 90231",0,0
Makassar,Sulawesi Selatan,KK Pasar Butung,"Pasar Butung Trade Centre Kios M2 – M5, Jl. Butung, Makassar, 90173",-5.1226244,119.4083336
Makassar,Sulawesi Selatan,KCP Pasar Sentral,"Komp. Makassar Mall Ruko 11, Jln. Hos Cokroaminoto, Makassar, 90174",-5.1298221,119.4114817
Makassar,Sulawesi Selatan,KCP Pettarani,"Kompleks Perkantoran Pettarani, Jl. A.P. Pettarani No. 18, Makassar, 90231",-5.1448158,119.4366194
Makassar,Sulawesi Selatan,KCP Ratulangi,"Kompleks Ruko Ratulangi Office Park A3-4, Jl. Dr. Sam Ratulangi No. 7, Makassar, 90113",-5.1498465,119.4139361
Makassar,Sulawesi Selatan,KCP RS Jaury Jusuf Putra,"Jln. Gunung Bulusaraung 57 A, Makassar, 90174",0,0
Makassar,Sulawesi Selatan,KCP Somba Opu,"Jln. Pasar Ikan 5-7, Makassar, 90111",0,0
Makassar,Sulawesi Selatan,KCP Sulawesi,"Jln. Sulawesi 34, Makassar, 90174",0,0
Makassar,Sulawesi Selatan,KCP Tamalanrea,"Jl. Perisntis Kemerdekaan Km.10 Kel. Tamalanrea Jaya, Kec. Tamalanrea, Makassar, 90245",0,0
Makassar,Sulawesi Selatan,KCP Veteran,"Jln. Veteran Utara, Komp. Ruko Latimojong Square Blok F No. 8-9, Makassar, 90145",-5.1365473,119.4202862
Palopo,Sulawesi Selatan,KCP Palopo,"Jln. Durian II Blok B 1-3, Palopo 91921",-3.0024809,120.1928356
Parepare,Sulawesi Selatan,KCU PAREPARE,"Jln. Makkasau No. 34, Parepare 91114",-4.0081735,119.623169
Palu,Sulawesi Tengah,KCU PALU,"Jln. Moh. Hatta No. 29, Palu 94111",0,0
Palu,Sulawesi Tengah,KCP Palu Barat,"Jln. Danau Poso, Palu 94223",-0.9002377,119.8607512
Bau Bau,Sulawesi Tenggara,KCP Bau Bau,"Jl.Betoambari No.68, Bau Bau 93725",-5.4649604,122.5939986
Kendari,Sulawesi Tenggara,KCU KENDARI,"Jln. MT.Haryono No.95, Kendari 93111",-3.9911886,122.5077016
Kendari,Sulawesi Tenggara,KK Kantor Kas Silondae,Jl.Abd Silondae No.129 Kendari 93111,0,0
Bitung,Sulawesi Utara,KCP Bitung,"Jln. Sam Ratulangi No. 86, Bitung 9551..",1.443352,125.1880067
Manado,Sulawesi Utara,KCU MANADO,"Jln. Sam Ratulangi 17-19, Manado 95111",0,0
Manado,Sulawesi Utara,KCP Boulevard,"Kawasan Mega Mas Blok E No.8 Jl.Pierre Tendean, Manado 95113",1.4790468,124.8322861
Manado,Sulawesi Utara,KCP Calaca,"Jl.Sisingamangaraja 43, Manado",0,0
Manado,Sulawesi Utara,KCP Kotamobagu,"Jl.Adempea Dolot No.27,Kotamobagu 95716, Manado 95716",0.7378089,124.3058924
Manado,Sulawesi Utara,KCP Ranotama,"Jln. DR Sam Ratulangi No. 108, Manado 95116",0,0
Manado,Sulawesi Utara,KCP Tomohon,"d/a Kolongan, Jln. Raya Tomohon 10, Manado 95362",1.3244462,124.8364248
Badung,Bali,KCU KUTA,"Jln. Raya Kuta 121, Kuta, Badung, Bali 80361",0,0
Badung,Bali,KCP Raya Kuta – CCR,"Jln. Raya Kuta No. 55X. Kuta, Badung, Bali 80361",-8.7201689,115.1769905
Badung,Bali,KCP By Pass Mumbul,"Jln. By Pass Ngurah Rai No. 074 Nusa Dua. Kuta Selatan, Badung, Bali 80361",0,0
Badung,Bali,KCP Kerobokan,"Jln. Raya Kerobokan No. 24, Kuta Utara, Badung, Bali 80361",0,0
Badung,Bali,KCP Sunset Boulevard,"Jln. Boulevard Sunset Road Dwa Ruci, Pertokoan Sunset Road Permai 2 No. 55, Kuta, Badung, Bali 80361",-8.7167108,115.183404
Buleleng,Bali,KCU SINGARAJA,"Jln. Dr. Sutomo 3, Singaraja, Buleleng, Bali  81113",-8.10957,115.0878778
Buleleng,Bali,KK Seririt,"Jl.Jendral Sudirman No.18 Seririt 81152. Buleleng, Bali 81152",0,0
Denpasar,Bali,KCU DENPASAR,"Jln. Hasanudin 58. Denpasar, 80119",-8.6584363,115.2108722
Denpasar,Bali,KCP Cokroaminoto,"Jln. Cokroaminoto No. 42. Denpasar, 80118",-8.6427567,115.207289
Denpasar,Bali,KCP Gatot Subroto Barat,"Jl.Gatot Subroto Barat No.508-509. Denpasar, 80117",0,0
Denpasar,Bali,KCP Gatot Subroto Denpasar,"Jln. Gatot Subroto No. 80 Unit 8-9. Denpasar, 80231",0,0
Denpasar,Bali,KCP Grand Sudirman,"Ruko Grand Sudirman, Jln. PB Sudirman Blok C5-C6. Denpasar, 80232",-8.6755982,115.215802
Denpasar,Bali,KCP Mahendradata,"Jl.Mahendradata No.99 AX. Denpasar, 80117",-8.6778742,115.1889189
Denpasar,Bali,KCP Maluku,"Jln. Maluku 10. Denpasar, 80119",-8.6651153,115.2123465
Denpasar,Bali,KCP Raya Kuta – CCR,"Jln. Raya Kuta No. 55X. Kuta, Badung 80361",-8.7201689,115.1769905
Denpasar,Bali,KCP Renon,"Jln. Prof. Mohammad Yamin No. 11 A, Renon. Denpasar, 80226",0,0
Denpasar,Bali,KCP Sesetan,"Jln. Sesetan No. 301. Denpasar, 80223",0,0
Denpasar,Bali,KCP Teuku Umar Denpasar,"Jln. Teuku Umar No. 91. Denpasar, 80228",-8.673671,115.2059823
Denpasar,Bali,KCP WR Supratman,"Jln. WR Supratman No. 18. Denpasar, 80237",0,0
Denpasar,Bali,KCP By Pass Mumbul,"Jln. By Pass Ngurah Rai No. 074 Nusa Dua. Badung, 80361",0,0
Denpasar,Bali,KCP Sanur Raya,"Kompleks Rukan Golf Arcade, Jl. Bypass Ngurah Rai, Sanur, Badung 80227",0,0
Denpasar,Bali,KK Benoa,"Kompleks Ruko Istana Regency Jl.Diponegoro (Jl.Raya Sesetan) No.681, Pesanggrahan,Pedungan, Denpasar 80222",0,0
Gianyar,Bali,KCP Gianyar,"Jln. Airlangga No. 2, Gianyar 80511",-8.5420969,115.3189371
Gianyar,Bali,KCP Ubud,"Jln. Raya Ubud 10, Gianyar 80571",-8.5087772,115.2665242
Jembrana,Bali,KCP Negara,"Jln. Ngurah Rai 83, Negara, Bali 82211",-8.3603832,114.6253966
Klungkung,Bali,KCP Klungkung,"Jl.Puputan No.88 B, Klungkung, Bali 80716",-8.5444591,115.400219
Kuta,Bali,KCU KUTA,"Jln. Raya Kuta 121, Kuta, Bali 80361",0,0
Kuta,Bali,KCP Kerobokan,"Jln. Raya Kerobokan No. 24, Kuta, Bali 80361",0,0
Kuta,Bali,KCP Sunset Boulevard,"Jln. Boulevard Sunset Road Dwa Ruci, Pertokoan Sunset Road Permai 2 No. 55, Kuta, Bali",-8.7167108,115.183404
Kuta,Bali,KCP Raya Kuta – CCR,"Jln. Raya Kuta No. 55X. Denpasar, 80361",-8.7201689,115.1769905
Tabanan,Bali,KCP Tabanan,"Jln. Gajahmada 108, Tabanan, Bali 82113",-8.5386542,115.1223575
Lombok Timur,Nusa Tenggara Barat,KK Lombok Timur,"Jl.TGH Zainnudin Abdul Madjid No.05, Selong,Pancor, Lombok Timur 83611",-8.6459572,116.5175376
Mataram,Nusa Tenggara Barat,KCU CAKRANEGARA,"Jln. Pejanggik 67, Mataram 83231",-8.5873194,116.1239454
Mataram,Nusa Tenggara Barat,KCP Ampenan,"Jln. Yos Sudarso No. 26 & 28, Mataram 83114",0,0
Mataram,Nusa Tenggara Barat,KCP Sweta-Lombar,"Jln. Sandubaya, Bertais, Mataram 83236",0,0
Praya,Nusa Tenggara Barat,KCP Praya,"Jln. Jend. Sudirman Kav. 8, Praya, Lombok Tengah 83511",-8.7088043,116.2724998
Kupang,Nusa Tenggara Timur,KCU KUPANG,"Jln. Tompello 23 A, Kupang NT 85119",-10.1639469,123.5832847
Ambon,Maluku,KCU AMBON,"Jln. Sultan Hairun 24, Ambon 97124",-3.6955261,128.1800742
Ambon,Maluku,KK Kantor Kas Passo,"Jl.Wolter Mongonsidi, Passo, Ambon 97122",-3.6337685,128.2473149
Ambon,Maluku,KCP Mardika,"Jln. Pertokoan Mardika Blok A 1 No. 3-4, Ambon 97123",-3.6888567,128.1800361
Ternate,Maluku Utara,KCP Ternate,"Jln. Pahlawan Revolusi, Ternate 97721",0,0
Timika,Papua,KCP Timika,"Jl.Budi Utomo, Timika 99910",-4.5530865,136.8809896
Jayapura,Papua,KCU JAYAPURA,"Komp. Pertokoan Jayapura Pasific Permai Blok C – 30/31, Jln. Sam Ratulangi Dok II, Jayapura 99112",-2.5381184,140.7088851
Jayapura,Papua,KCP Abepura,"Jln. Raya Abepura Kel. VIM Abepura-Jayapura, Jayapura 99351",0,0
Jayapura,Papua,KCP Manokwari,"Jln.Trikora Wosi – Manokwari, Jayapura 98212",0,0
Sorong,Papua Barat,KCP Sorong,"Jln. Ahmad Yani, Sorong 98416",-0.8825468,131.2784555
